Country or territory of asylum or residence,Country or territory of origin,Year,Refugees,Refugees assisted by UNHCR,Total refugees and people in refugee-like situations,Total refugees and people in refugee-like situations assisted by UNHCR
Brazil,Gambia,2016,6,6,6,6
Brazil,Georgia,2016,10,,10,
Brazil,Ghana,2016,32,13,32,13
Brazil,Guinea,2016,80,37,80,37
Brazil,Guinea-Bissau,2016,19,4,19,4
Brazil,Haiti,2016,4,3,4,3
Brazil,Hungary,2016,1,,1,
Brazil,India,2016,2,,2,
Brazil,Iraq,2016,279,38,279,38
Brazil,Islamic Rep. of Iran,2016,57,4,57,4
Brazil,Jordan,2016,4,,4,
Brazil,Kuwait,2016,1,,1,
Brazil,Lebanon,2016,399,10,399,10
Brazil,Liberia,2016,259,2,259,2
Brazil,Libya,2016,5,,5,
Brazil,Mali,2016,67,25,67,25
Brazil,Mauritania,2016,2,,2,
Brazil,Mexico,2016,6,,6,
Brazil,Morocco,2016,8,,8,
Brazil,Mozambique,2016,2,1,2,1
Brazil,Nepal,2016,5,2,5,2
Brazil,Nicaragua,2016,1,,1,
Brazil,Nigeria,2016,114,25,114,25
Brazil,Pakistan,2016,236,115,236,115
Brazil,Paraguay,2016,8,,8,
Brazil,Peru,2016,45,2,45,2
Brazil,Philippines,2016,1,1,1,1
Brazil,Poland,2016,2,,2,
Brazil,Romania,2016,1,,1,
Brazil,Russian Federation,2016,13,,13,
Brazil,Rwanda,2016,18,,18,
Brazil,Senegal,2016,14,7,14,7
Brazil,Serbia,2016,92,,92,
Brazil,Sierra Leone,2016,150,10,150,10
Brazil,Slovenia,2016,1,,1,
Brazil,Somalia,2016,46,3,46,3
Brazil,South Africa,2016,5,1,5,1
Brazil,Sri Lanka,2016,18,2,18,2
Brazil,State of Palestine,2016,448,53,448,53
Brazil,Stateless,2016,13,,13,
Brazil,Sudan,2016,65,17,65,17
Brazil,Syrian Arab Rep.,2016,2591,659,2591,659
Brazil,The former Yugoslav Rep. of Macedonia,2016,6,,6,
Brazil,Togo,2016,29,11,29,11
Brazil,Tunisia,2016,2,2,2,2
Brazil,Turkey,2016,5,4,5,4
Brazil,Uganda,2016,5,3,5,3
Brazil,Ukraine,2016,7,3,7,3
Brazil,United Arab Emirates,2016,1,,1,
Brazil,United Rep. of Tanzania,2016,7,1,7,1
Brazil,United States,2016,1,1,1,1
Brazil,Uruguay,2016,1,,1,
Brazil,Venezuela (Bolivarian Republic of),2016,30,5,30,5
Brazil,Viet Nam,2016,4,,4,
Brazil,Zimbabwe,2016,4,,4,
Bulgaria,Afghanistan,2016,170,170,170,170
Bulgaria,Algeria,2016,2,2,2,2
Bulgaria,Armenia,2016,18,18,18,18
Bulgaria,Azerbaijan,2016,1,1,1,1
Bulgaria,Bangladesh,2016,8,8,8,8
Bulgaria,Belarus,2016,1,1,1,1
Bulgaria,Burundi,2016,1,1,1,1
Bulgaria,Congo,2016,7,7,7,7
Bulgaria,Côte d'Ivoire,2016,3,3,3,3
Bulgaria,Cuba,2016,1,1,1,1
Bulgaria,Dem. Rep. of the Congo,2016,2,2,2,2
Bulgaria,Egypt,2016,8,8,8,8
Bulgaria,Eritrea,2016,5,5,5,5
Bulgaria,Ethiopia,2016,13,13,13,13
Bulgaria,Gambia,2016,1,1,1,1
Bulgaria,Georgia,2016,2,2,2,2
Bulgaria,Guinea,2016,1,1,1,1
Bulgaria,India,2016,4,4,4,4
Bulgaria,Iraq,2016,1385,1385,1385,1385
Bulgaria,Islamic Rep. of Iran,2016,68,68,68,68
Bulgaria,Jordan,2016,7,7,7,7
Bulgaria,Lebanon,2016,25,25,25,25
Bulgaria,Libya,2016,1,1,1,1
Bulgaria,Mali,2016,3,3,3,3
Bulgaria,Morocco,2016,2,2,2,2
Bulgaria,Pakistan,2016,8,8,8,8
Bulgaria,Rwanda,2016,1,1,1,1
Bulgaria,Serbia,2016,1,1,1,1
Bulgaria,Singapore,2016,1,1,1,1
Bulgaria,Somalia,2016,49,49,49,49
Bulgaria,Sri Lanka,2016,2,2,2,2
Bulgaria,State of Palestine,2016,1,1,1,1
Bulgaria,Stateless,2016,934,934,934,934
Bulgaria,Sudan,2016,19,19,19,19
Bulgaria,Syrian Arab Rep.,2016,15027,15027,15027,15027
Bulgaria,Tunisia,2016,2,2,2,2
Bulgaria,Turkey,2016,13,13,13,13
Bulgaria,Uganda,2016,1,1,1,1
Bulgaria,Ukraine,2016,1,1,1,1
Bulgaria,United Arab Emirates,2016,1,1,1,1
Bulgaria,United Rep. of Tanzania,2016,3,3,3,3
Bulgaria,Yemen,2016,10,10,10,10
Bulgaria,Zambia,2016,1,1,1,1
Burkina Faso,Burundi,2016,32,32,32,32
Burkina Faso,Cameroon,2016,5,5,5,5
Burkina Faso,Central African Rep.,2016,228,228,228,228
Burkina Faso,Chad,2016,116,116,116,116
Burkina Faso,Congo,2016,43,43,43,43
Burkina Faso,Côte d'Ivoire,2016,4,4,4,4
Burkina Faso,Dem. Rep. of the Congo,2016,29,29,29,29
Burkina Faso,Eritrea,2016,1,1,1,1
Burkina Faso,Mali,2016,32017,32017,32017,32017
Burkina Faso,Pakistan,2016,1,1,1,1
Burkina Faso,Rwanda,2016,51,51,51,51
Burkina Faso,Sudan,2016,9,9,9,9
Burkina Faso,Togo,2016,16,16,16,16
Burundi,Central African Rep.,2016,1,1,1,1
Burundi,Dem. Rep. of the Congo,2016,57055,57055,57055,57055
Burundi,Kenya,2016,1,1,1,1
Burundi,Mali,2016,5,5,5,5
Burundi,Mozambique,2016,1,1,1,1
Burundi,Pakistan,2016,1,1,1,1
Burundi,Rwanda,2016,375,375,375,375
Burundi,Senegal,2016,1,1,1,1
Burundi,Somalia,2016,21,21,21,21
Burundi,South Sudan,2016,1,1,1,1
Burundi,Uganda,2016,6,6,6,6
Burundi,Zambia,2016,1,1,1,1
Cambodia,Dem. Rep. of the Congo,2016,1,1,1,1
Cambodia,Ethiopia,2016,1,1,1,1
Cambodia,Myanmar,2016,19,18,19,18
Cambodia,Pakistan,2016,5,5,5,5
Cambodia,Somalia,2016,1,1,1,1
Cambodia,Sri Lanka,2016,5,5,5,5
Cambodia,Sudan,2016,1,1,1,1
Cambodia,Syrian Arab Rep.,2016,1,,1,
Cambodia,Viet Nam,2016,32,32,32,32
Cameroon,Angola,2016,4,4,4,4
Cameroon,Burundi,2016,59,59,59,59
Cameroon,Cambodia,2016,2,2,2,2
Cameroon,Central African Rep.,2016,283602,283602,283602,283602
Cameroon,Chad,2016,1465,1465,1465,1465
Cameroon,Congo,2016,49,49,49,49
Cameroon,Côte d'Ivoire,2016,65,65,65,65
Cameroon,Dem. Rep. of the Congo,2016,517,517,517,517
Cameroon,Equatorial Guinea,2016,2,2,2,2
Cameroon,Eritrea,2016,1,1,1,1
Cameroon,Gabon,2016,3,3,3,3
Cameroon,Ghana,2016,1,1,1,1
Cameroon,Guinea,2016,11,11,11,11
Cameroon,Islamic Rep. of Iran,2016,3,3,3,3
Cameroon,Liberia,2016,9,9,9,9
Cameroon,Mali,2016,1,1,1,1
Cameroon,Mauritania,2016,3,3,3,3
Cameroon,Morocco,2016,7,7,7,7
Cameroon,Nigeria,2016,61963,61963,88706,88706
Cameroon,Rwanda,2016,785,785,785,785
Cameroon,South Sudan,2016,10,10,10,10
Cameroon,Sudan,2016,68,68,68,68
Cameroon,Swaziland,2016,1,1,1,1
Cameroon,Syrian Arab Rep.,2016,23,23,23,23
Cameroon,Togo,2016,17,17,17,17
Cameroon,Uganda,2016,1,1,1,1
Canada,Afghanistan,2016,3177,,3177,
Canada,Albania,2016,863,,863,
Canada,Algeria,2016,360,,360,
Canada,Angola,2016,84,,84,
Canada,Antigua and Barbuda,2016,77,,77,
Canada,Argentina,2016,27,,27,
Canada,Armenia,2016,88,,88,
Canada,Azerbaijan,2016,164,,164,
Canada,Bahamas,2016,113,,113,
Canada,Bahrain,2016,35,,35,
Canada,Bangladesh,2016,799,,799,
Canada,Barbados,2016,144,,144,
Canada,Belarus,2016,99,,99,
Canada,Belgium,2016,7,,7,
Canada,Belize,2016,13,,13,
Canada,Benin,2016,50,,50,
Canada,Bhutan,2016,8,,8,
Canada,Bolivia (Plurinational State of),2016,51,,51,
Canada,Bosnia and Herzegovina,2016,34,,34,
Canada,Botswana,2016,248,,248,
Canada,Brazil,2016,63,,63,
Canada,Bulgaria,2016,132,,132,
Canada,Burkina Faso,2016,92,,92,
Canada,Burundi,2016,1715,,1715,
Canada,Cambodia,2016,67,,67,
Canada,Cameroon,2016,975,,975,
Canada,Cayman Islands,2016,1,,1,
Canada,Central African Rep.,2016,64,,64,
Canada,Chad,2016,345,,345,
Canada,Chile,2016,49,,49,
Canada,China,2016,7356,,7356,
Canada,Colombia,2016,8228,,8228,
Canada,Comoros,2016,2,,2,
Canada,Congo,2016,248,,248,
Canada,Costa Rica,2016,20,,20,
Canada,Côte d'Ivoire,2016,254,,254,
Canada,Croatia,2016,158,,158,
Canada,Cuba,2016,869,,869,
Canada,Czechia,2016,382,,382,
Canada,Dem. People's Rep. of Korea,2016,485,,485,
Canada,Dem. Rep. of the Congo,2016,1837,,1837,
Canada,Djibouti,2016,587,,587,
Canada,Dominica,2016,6,,6,
Canada,Dominican Rep.,2016,109,,109,
Canada,Ecuador,2016,61,,61,
Canada,Egypt,2016,1155,,1155,
Canada,El Salvador,2016,1230,,1230,
Canada,Equatorial Guinea,2016,14,,14,
Canada,Eritrea,2016,1806,,1806,
Canada,Estonia,2016,7,,7,
Canada,Ethiopia,2016,1470,,1470,
Canada,Fiji,2016,62,,62,
Canada,France,2016,7,,7,
Canada,Gabon,2016,23,,23,
Canada,Gambia,2016,73,,73,
Canada,Georgia,2016,257,,257,
Canada,Germany,2016,9,,9,
Canada,Ghana,2016,269,,269,
Canada,Greece,2016,13,,13,
Canada,Grenada,2016,67,,67,
Canada,Guatemala,2016,585,,585,
Canada,Guinea,2016,423,,423,
Canada,Guinea-Bissau,2016,9,,9,
Canada,Guyana,2016,159,,159,
Canada,Haiti,2016,6774,,6774,
Canada,Honduras,2016,872,,872,
Canada,"Hong Kong SAR, China",2016,5,,5,
Canada,Hungary,2016,2473,,2473,
Canada,India,2016,1144,,1144,
Canada,Indonesia,2016,121,,121,
Canada,Iraq,2016,2421,,2421,
Canada,Islamic Rep. of Iran,2016,1986,,1986,
Canada,Israel,2016,202,,202,
Canada,Italy,2016,1,,1,
Canada,Jamaica,2016,832,,832,
Canada,Japan,2016,1,,1,
Canada,Jordan,2016,298,,298,
Canada,Kazakhstan,2016,106,,106,
Canada,Kenya,2016,453,,453,
Canada,Kiribati,2016,1,,1,
Canada,Kuwait,2016,82,,82,
Canada,Kyrgyzstan,2016,63,,63,
Canada,Lao People's Dem. Rep.,2016,5,,5,
Canada,Latvia,2016,72,,72,
Canada,Lebanon,2016,741,,741,
Canada,Lesotho,2016,1,,1,
Canada,Liberia,2016,82,,82,
Canada,Libya,2016,869,,869,
Canada,Lithuania,2016,22,,22,
Canada,Madagascar,2016,16,,16,
Canada,Malawi,2016,15,,15,
Canada,Malaysia,2016,37,,37,
Canada,Mali,2016,125,,125,
Canada,Mauritania,2016,124,,124,
Canada,Mauritius,2016,2,,2,
Canada,Mexico,2016,4102,,4102,
Canada,Mongolia,2016,147,,147,
Canada,Montenegro,2016,36,,36,
Canada,Morocco,2016,158,,158,
Canada,Myanmar,2016,70,,70,
Canada,Namibia,2016,358,,358,
Canada,Nepal,2016,566,,566,
Canada,Netherlands,2016,3,,3,
Canada,Nicaragua,2016,80,,80,
Canada,Niger,2016,54,,54,
Canada,Nigeria,2016,4068,,4068,
Canada,Oman,2016,8,,8,
Canada,Pakistan,2016,4564,,4564,
Canada,Panama,2016,18,,18,
Canada,Papua New Guinea,2016,3,,3,
Canada,Paraguay,2016,22,,22,
Canada,Peru,2016,316,,316,
Canada,Philippines,2016,110,,110,
Canada,Poland,2016,129,,129,
Canada,Portugal,2016,5,,5,
Canada,Qatar,2016,10,,10,
Canada,Rep. of Korea,2016,98,,98,
Canada,Rep. of Moldova,2016,123,,123,
Canada,Romania,2016,188,,188,
Canada,Russian Federation,2016,849,,849,
Canada,Rwanda,2016,1048,,1048,
Canada,Saint Kitts and Nevis,2016,38,,38,
Canada,Saint Lucia,2016,968,,968,
Canada,Saint Vincent and the Grenadines,2016,1285,,1285,
Canada,San Marino,2016,1,,1,
Canada,Saudi Arabia,2016,190,,190,
Canada,Senegal,2016,228,,228,
Canada,Serbia,2016,266,,266,
Canada,Seychelles,2016,5,,5,
Canada,Sierra Leone,2016,67,,67,
Canada,Singapore,2016,13,,13,
Canada,Slovakia,2016,566,,566,
Canada,Slovenia,2016,8,,8,
Canada,Solomon Islands,2016,37,,37,
Canada,Somalia,2016,2775,,2775,
Canada,South Africa,2016,53,,53,
Canada,South Sudan,2016,7,,7,
Canada,Spain,2016,5,,5,
Canada,Sri Lanka,2016,4648,,4648,
Canada,State of Palestine,2016,489,,489,
Canada,Stateless,2016,163,,163,
Canada,Sudan,2016,465,,465,
Canada,Suriname,2016,8,,8,
Canada,Swaziland,2016,134,,134,
Canada,Sweden,2016,1,,1,
Canada,Syrian Arab Rep.,2016,2757,,2757,
Canada,Tajikistan,2016,37,,37,
Canada,Thailand,2016,17,,17,
Canada,The former Yugoslav Rep. of Macedonia,2016,48,,48,
Canada,Togo,2016,112,,112,
Canada,Trinidad and Tobago,2016,144,,144,
Canada,Tunisia,2016,180,,180,
Canada,Turkey,2016,1609,,1609,
Canada,Turkmenistan,2016,5,,5,
Canada,Turks and Caicos Islands,2016,2,,2,
Canada,Uganda,2016,486,,486,
Canada,Ukraine,2016,1077,,1077,
Canada,United Arab Emirates,2016,34,,34,
Canada,United Kingdom,2016,11,,11,
Canada,United Rep. of Tanzania,2016,132,,132,
Canada,United States,2016,51,,51,
Canada,Uruguay,2016,13,,13,
Canada,Uzbekistan,2016,165,,165,
Canada,Vanuatu,2016,1,,1,
Canada,Various,2016,87,,87,
Canada,Venezuela (Bolivarian Republic of),2016,963,,963,
Canada,Viet Nam,2016,41,,41,
Canada,Yemen,2016,390,,390,
Canada,Zambia,2016,26,,26,
Canada,Zimbabwe,2016,1261,,1261,
Cayman Islands,Afghanistan,2016,1,1,1,1
Cayman Islands,Cuba,2016,13,2,13,2
Cayman Islands,Mexico,2016,3,3,3,3
Cayman Islands,Syrian Arab Rep.,2016,1,,1,
Central African Rep.,Angola,2016,13,13,13,13
Central African Rep.,Burundi,2016,17,17,17,17
Central African Rep.,Cameroon,2016,3,3,3,3
Central African Rep.,Chad,2016,163,163,163,163
Central African Rep.,Congo,2016,13,13,13,13
Central African Rep.,Côte d'Ivoire,2016,9,9,9,9
Central African Rep.,Dem. Rep. of the Congo,2016,4708,3969,4708,3969
Central African Rep.,Guinea,2016,7,7,7,7
Central African Rep.,Liberia,2016,3,3,3,3
Central African Rep.,Rwanda,2016,146,146,146,146
Central African Rep.,Sierra Leone,2016,1,1,1,1
Central African Rep.,South Sudan,2016,4912,4912,4912,4912
Central African Rep.,Sudan,2016,2114,2114,2114,2114
Central African Rep.,Uganda,2016,5,5,5,5
Central African Rep.,United Rep. of Tanzania,2016,1,1,1,1
Chad,Afghanistan,2016,1,1,1,1
Chad,Algeria,2016,2,2,2,2
Chad,Benin,2016,1,1,1,1
Chad,Cameroon,2016,7,7,7,7
Chad,Central African Rep.,2016,70223,70223,70223,70223
Chad,Congo,2016,9,9,9,9
Chad,Côte d'Ivoire,2016,2,2,2,2
Chad,Dem. Rep. of the Congo,2016,257,257,257,257
Chad,Egypt,2016,1,1,1,1
Chad,Eritrea,2016,1,1,1,1
Chad,Ethiopia,2016,5,5,5,5
Chad,Liberia,2016,2,2,2,2
Chad,Mali,2016,1,1,1,1
Chad,Niger,2016,447,447,447,447
Chad,Nigeria,2016,7777,7777,7777,7777
Chad,Rwanda,2016,17,17,17,17
Chad,Somalia,2016,8,8,8,8
Chad,South Sudan,2016,2,2,2,2
Chad,Sudan,2016,312468,300483,312468,300483
Chad,Syrian Arab Rep.,2016,17,17,17,17
Chad,Togo,2016,2,2,2,2
Chad,Yemen,2016,1,1,1,1
Chile,Afghanistan,2016,13,1,13,1
Chile,Argentina,2016,1,,1,
Chile,Bolivia (Plurinational State of),2016,2,,2,
Chile,Cameroon,2016,9,,9,
Chile,Colombia,2016,1054,41,1054,41
Chile,Congo,2016,8,4,8,4
Chile,Costa Rica,2016,3,,3,
Chile,Cuba,2016,18,,18,
Chile,Dem. Rep. of the Congo,2016,7,7,7,7
Chile,Ecuador,2016,18,,18,
Chile,El Salvador,2016,9,,9,
Chile,Haiti,2016,1,,1,
Chile,Iraq,2016,2,,2,
Chile,Israel,2016,1,,1,
Chile,Kenya,2016,4,,4,
Chile,Peru,2016,113,5,113,5
Chile,Senegal,2016,4,,4,
Chile,Somalia,2016,2,,2,
Chile,Sri Lanka,2016,5,,5,
Chile,State of Palestine,2016,9,,9,
Chile,Syrian Arab Rep.,2016,18,1,18,1
Chile,Ukraine,2016,1,,1,
Chile,Various,2016,435,,435,
China,Afghanistan,2016,3,3,3,3
China,Cameroon,2016,1,1,1,1
China,Dem. Rep. of the Congo,2016,4,4,4,4
China,Ghana,2016,2,2,2,2
China,Iraq,2016,5,5,5,5
China,Islamic Rep. of Iran,2016,3,3,3,3
China,Pakistan,2016,7,7,7,7
China,Somalia,2016,102,102,102,102
China,State of Palestine,2016,7,7,7,7
China,Syrian Arab Rep.,2016,20,20,20,20
China,Uganda,2016,1,1,1,1
China,Viet Nam,2016,317098,1,317098,1
China,Yemen,2016,2,2,2,2
Colombia,Afghanistan,2016,8,6,8,6
Colombia,Angola,2016,2,,2,
Colombia,Benin,2016,1,,1,
Colombia,Bolivia (Plurinational State of),2016,3,2,3,2
Colombia,China,2016,1,,1,
Colombia,Congo,2016,1,1,1,1
Colombia,Cuba,2016,71,12,71,12
Colombia,Ecuador,2016,9,4,9,4
Colombia,El Salvador,2016,11,6,11,6
Colombia,Eritrea,2016,4,,4,
Colombia,Ethiopia,2016,17,1,17,1
Colombia,Ghana,2016,1,,1,
Colombia,Haiti,2016,1,,1,
Colombia,Honduras,2016,3,3,3,3
Colombia,Hungary,2016,7,1,7,1
Colombia,Iraq,2016,8,5,8,5
Colombia,Islamic Rep. of Iran,2016,1,,1,
Colombia,Liberia,2016,2,,2,
Colombia,Mauritania,2016,1,,1,
Colombia,Nepal,2016,2,1,2,1
Colombia,Nicaragua,2016,14,6,14,6
Colombia,Pakistan,2016,1,,1,
Colombia,Peru,2016,1,,1,
Colombia,Romania,2016,7,,7,
Colombia,Rwanda,2016,1,,1,
Colombia,Serbia,2016,7,,7,
Colombia,Sierra Leone,2016,3,,3,
Colombia,Somalia,2016,11,,11,
Colombia,Sri Lanka,2016,2,,2,
Colombia,State of Palestine,2016,2,1,2,1
Colombia,Stateless,2016,2,1,2,1
Colombia,Sudan,2016,1,,1,
Colombia,Syrian Arab Rep.,2016,8,2,8,2
Colombia,Turkey,2016,1,1,1,1
Colombia,Venezuela (Bolivarian Republic of),2016,43,14,43,14
Congo,Angola,2016,317,317,317,317
Congo,Burundi,2016,96,96,96,96
Congo,Cameroon,2016,2,2,2,2
Congo,Central African Rep.,2016,24474,24474,24474,24474
Congo,Chad,2016,37,37,37,37
Congo,Côte d'Ivoire,2016,3,3,3,3
Congo,Dem. Rep. of the Congo,2016,12284,12284,12284,12284
Congo,Liberia,2016,2,2,2,2
Congo,Mali,2016,2,2,2,2
Congo,Mauritania,2016,1,1,1,1
Congo,Nigeria,2016,6,6,6,6
Congo,Rwanda,2016,9202,9202,9202,9202
Congo,Sierra Leone,2016,3,3,3,3
Congo,Sudan,2016,23,23,23,23
Congo,Syrian Arab Rep.,2016,4,4,4,4
Congo,Uganda,2016,1,1,1,1
Costa Rica,Afghanistan,2016,2,2,2,2
Costa Rica,Armenia,2016,1,1,1,1
Costa Rica,Belarus,2016,1,1,1,1
Costa Rica,Bolivia (Plurinational State of),2016,2,2,2,2
Costa Rica,Bulgaria,2016,1,1,1,1
Costa Rica,Colombia,2016,2335,2335,2335,2335
Costa Rica,Cuba,2016,377,377,377,377
Costa Rica,El Salvador,2016,501,501,501,501
Costa Rica,Eritrea,2016,2,2,2,2
Costa Rica,Ethiopia,2016,2,2,2,2
Costa Rica,Georgia,2016,1,1,1,1
Costa Rica,Germany,2016,1,1,1,1
Costa Rica,Guatemala,2016,25,25,25,25
Costa Rica,Haiti,2016,12,12,12,12
Costa Rica,Honduras,2016,87,87,87,87
Costa Rica,India,2016,4,4,4,4
Costa Rica,Islamic Rep. of Iran,2016,4,4,4,4
Costa Rica,Mexico,2016,6,6,6,6
Costa Rica,Nicaragua,2016,458,458,458,458
Costa Rica,Nigeria,2016,19,19,19,19
Costa Rica,Panama,2016,2,2,2,2
Costa Rica,Peru,2016,15,15,15,15
Costa Rica,Romania,2016,1,1,1,1
Costa Rica,Russian Federation,2016,19,19,19,19
Costa Rica,Sierra Leone,2016,1,1,1,1
Costa Rica,Somalia,2016,7,7,7,7
Costa Rica,State of Palestine,2016,1,1,1,1
Costa Rica,Sudan,2016,1,1,1,1
Costa Rica,Syrian Arab Rep.,2016,8,8,8,8
Costa Rica,Ukraine,2016,14,14,14,14
Costa Rica,Uzbekistan,2016,1,1,1,1
Costa Rica,Venezuela (Bolivarian Republic of),2016,269,269,269,269
Côte d'Ivoire,Benin,2016,1,1,1,1
Côte d'Ivoire,Burundi,2016,24,24,24,24
Côte d'Ivoire,Cambodia,2016,4,4,4,4
Côte d'Ivoire,Central African Rep.,2016,266,266,266,266
Côte d'Ivoire,Chad,2016,2,2,2,2
Côte d'Ivoire,Congo,2016,50,50,50,50
Côte d'Ivoire,Dem. Rep. of the Congo,2016,105,105,105,105
Côte d'Ivoire,Liberia,2016,860,860,860,860
Côte d'Ivoire,Mali,2016,5,5,5,5
Côte d'Ivoire,Nigeria,2016,4,4,4,4
Côte d'Ivoire,Rwanda,2016,43,43,43,43
Côte d'Ivoire,Sierra Leone,2016,2,2,2,2
Côte d'Ivoire,South Sudan,2016,1,1,1,1
Côte d'Ivoire,Sudan,2016,8,8,8,8
Côte d'Ivoire,Syrian Arab Rep.,2016,4,4,4,4
Côte d'Ivoire,Togo,2016,16,16,16,16
Côte d'Ivoire,Viet Nam,2016,4,4,4,4
Croatia,Afghanistan,2016,39,39,39,39
Croatia,Armenia,2016,1,1,1,1
Croatia,Azerbaijan,2016,5,5,5,5
Croatia,Bangladesh,2016,1,1,1,1
Croatia,Belarus,2016,4,4,4,4
Croatia,Bosnia and Herzegovina,2016,37,37,37,37
Croatia,Cameroon,2016,1,1,1,1
Croatia,Congo,2016,3,3,3,3
Croatia,Dem. Rep. of the Congo,2016,2,2,2,2
Croatia,Egypt,2016,1,1,1,1
Croatia,Eritrea,2016,8,8,8,8
Croatia,Georgia,2016,4,4,4,4
Croatia,Ghana,2016,1,1,1,1
Croatia,Iraq,2016,30,30,30,30
Croatia,Islamic Rep. of Iran,2016,8,8,8,8
Croatia,Kazakhstan,2016,5,5,5,5
Croatia,Kuwait,2016,2,2,2,2
Croatia,Libya,2016,3,3,3,3
Croatia,Mauritania,2016,3,3,3,3
Croatia,Morocco,2016,1,1,1,1
Croatia,Nigeria,2016,10,10,10,10
Croatia,Pakistan,2016,3,3,3,3
Croatia,Rep. of Moldova,2016,2,2,2,2
Croatia,Russian Federation,2016,14,14,14,14
Croatia,Senegal,2016,1,1,1,1
Croatia,Serbia,2016,1,1,1,1
Croatia,Somalia,2016,21,21,21,21
Croatia,State of Palestine,2016,2,2,2,2
Croatia,Sudan,2016,4,4,4,4
Croatia,Syrian Arab Rep.,2016,60,60,60,60
Croatia,Turkey,2016,13,13,13,13
Croatia,Uganda,2016,3,3,3,3
Croatia,Ukraine,2016,5,5,5,5
Croatia,Uzbekistan,2016,3,3,3,3
Croatia,Various,2016,2,2,2,2
Croatia,Zimbabwe,2016,1,1,1,1
Cuba,Afghanistan,2016,45,44,45,44
Cuba,Eritrea,2016,20,20,20,20
Cuba,Ethiopia,2016,5,4,5,4
Cuba,Haiti,2016,1,,1,
Cuba,Iraq,2016,2,2,2,2
Cuba,Islamic Rep. of Iran,2016,27,27,27,27
Cuba,Somalia,2016,1,1,1,1
Cuba,State of Palestine,2016,6,2,6,2
Cuba,Syrian Arab Rep.,2016,39,31,39,31
Cuba,Western Sahara,2016,158,62,158,62
Cuba,Yemen,2016,12,9,12,9
Curaçao,Colombia,2016,35,35,35,35
Curaçao,Cuba,2016,6,6,6,6
Curaçao,Jamaica,2016,7,7,7,7
Curaçao,Lebanon,2016,1,1,1,1
Curaçao,Syrian Arab Rep.,2016,2,2,2,2
Curaçao,Venezuela (Bolivarian Republic of),2016,3,3,3,3
Cyprus,Afghanistan,2016,7,,7,
Cyprus,Algeria,2016,8,,8,
Cyprus,Armenia,2016,26,,26,
Cyprus,Bangladesh,2016,3,,3,
Cyprus,Bosnia and Herzegovina,2016,15,,15,
Cyprus,Burkina Faso,2016,2,,2,
Cyprus,Burundi,2016,1,,1,
Cyprus,Cameroon,2016,25,9,25,9
Cyprus,Central African Rep.,2016,1,1,1,1
Cyprus,China,2016,3,1,3,1
Cyprus,Comoros,2016,1,,1,
Cyprus,Congo,2016,1,1,1,1
Cyprus,Côte d'Ivoire,2016,3,,3,
Cyprus,Croatia,2016,1,,1,
Cyprus,Cuba,2016,1,,1,
Cyprus,Dem. Rep. of the Congo,2016,17,,17,
Cyprus,Egypt,2016,88,1,88,1
Cyprus,Eritrea,2016,8,3,8,3
Cyprus,Ethiopia,2016,5,,5,
Cyprus,Gambia,2016,1,1,1,1
Cyprus,Georgia,2016,85,2,85,2
Cyprus,Ghana,2016,1,,1,
Cyprus,Guinea,2016,3,,3,
Cyprus,India,2016,7,,7,
Cyprus,Indonesia,2016,1,,1,
Cyprus,Iraq,2016,817,5,817,5
Cyprus,Islamic Rep. of Iran,2016,515,27,515,27
Cyprus,Jordan,2016,30,,30,
Cyprus,Kazakhstan,2016,3,,3,
Cyprus,Kyrgyzstan,2016,3,,3,
Cyprus,Lebanon,2016,45,1,45,1
Cyprus,Liberia,2016,1,,1,
Cyprus,Libya,2016,1,,1,
Cyprus,Mali,2016,1,,1,
Cyprus,Morocco,2016,1,,1,
Cyprus,Nepal,2016,1,,1,
Cyprus,Nigeria,2016,9,4,9,4
Cyprus,Pakistan,2016,17,,17,
Cyprus,Philippines,2016,9,,9,
Cyprus,Rep. of Moldova,2016,18,,18,
Cyprus,Russian Federation,2016,68,1,68,1
Cyprus,Rwanda,2016,4,2,4,2
Cyprus,Serbia,2016,59,,59,
Cyprus,Sierra Leone,2016,24,1,24,1
Cyprus,Somalia,2016,67,10,67,10
Cyprus,Sri Lanka,2016,25,3,25,3
Cyprus,State of Palestine,2016,1909,81,1909,81
Cyprus,Stateless,2016,56,27,56,27
Cyprus,Sudan,2016,8,6,8,6
Cyprus,Syrian Arab Rep.,2016,4263,367,4263,367
Cyprus,Tajikistan,2016,1,,1,
Cyprus,The former Yugoslav Rep. of Macedonia,2016,2,,2,
Cyprus,Togo,2016,1,,1,
Cyprus,Turkey,2016,174,18,174,18
Cyprus,Ukraine,2016,29,,29,
Cyprus,Uzbekistan,2016,4,,4,
Cyprus,Viet Nam,2016,1,,1,
Cyprus,Yemen,2016,3,,3,
Cyprus,Zimbabwe,2016,1,,1,
Czechia,Afghanistan,2016,234,,234,
Czechia,Albania,2016,6,,6,
Czechia,Algeria,2016,1,,1,
Czechia,Angola,2016,19,,19,
Czechia,Armenia,2016,69,,69,
Czechia,Azerbaijan,2016,31,,31,
Czechia,Bangladesh,2016,1,,1,
Czechia,Belarus,2016,364,,364,
Czechia,Bosnia and Herzegovina,2016,13,,13,
Czechia,Bulgaria,2016,16,,16,
Czechia,Burkina Faso,2016,1,,1,
